user_id,timestamp,channel,campaign,conversion,revenue
user_1007,2023-01-07 14:00:00,Display,Summer_Promo,0,0.0
user_1008,2023-01-04 21:00:00,Display,Fall_Discount,0,0.0
user_1008,2023-01-05 19:00:00,Direct,Summer_Promo,0,0.0
user_1008,2023-01-06 20:00:00,Search,Summer_Promo,0,0.0
user_1008,2023-01-07 07:00:00,Direct,Summer_Promo,0,0.0
user_1009,2023-01-28 14:00:00,Email,Always_On,1,103.6
user_101,2023-02-05 14:00:00,Direct,Always_On,0,0.0
user_101,2023-02-06 22:00:00,Social,Spring_Sale,0,0.0
user_101,2023-02-07 07:00:00,Search,Winter_Special,0,0.0
user_101,2023-02-08 18:00:00,Direct,Winter_Special,0,0.0
user_101,2023-02-09 07:00:00,Direct,Winter_Special,0,0.0
user_101,2023-02-10 20:00:00,Search,Spring_Sale,0,0.0
user_101,2023-02-11 20:00:00,Social,Spring_Sale,0,0.0
user_101,2023-02-12 13:00:00,Display,Summer_Promo,0,0.0
user_101,2023-02-13 01:00:00,Social,Always_On,0,0.0
user_101,2023-02-14 08:00:00,Social,Fall_Discount,0,0.0
user_1010,2023-01-18 08:00:00,Email,Fall_Discount,0,0.0
user_1010,2023-01-19 21:00:00,Email,Always_On,1,152.55
user_1011,2023-02-15 17:00:00,Search,Winter_Special,0,0.0
user_1011,2023-02-16 19:00:00,Display,Spring_Sale,0,0.0
user_1011,2023-02-17 00:00:00,Social,Always_On,1,134.45
user_1012,2023-02-09 16:00:00,Direct,Winter_Special,0,0.0
user_1012,2023-02-10 11:00:00,Display,Summer_Promo,0,0.0
user_1012,2023-02-11 12:00:00,Direct,Winter_Special,0,0.0
user_1012,2023-02-12 02:00:00,Display,Spring_Sale,0,0.0
user_1012,2023-02-13 04:00:00,Display,Winter_Special,0,0.0
user_1012,2023-02-14 04:00:00,Email,Winter_Special,0,0.0
user_1012,2023-02-15 09:00:00,Search,Summer_Promo,0,0.0
user_1012,2023-02-16 03:00:00,Display,Always_On,0,0.0
user_1012,2023-02-17 12:00:00,Display,Always_On,0,0.0
user_1012,2023-02-18 18:00:00,Direct,Fall_Discount,0,0.0
user_1013,2023-02-26 18:00:00,Social,Spring_Sale,0,0.0
user_1013,2023-02-27 16:00:00,Social,Winter_Special,0,0.0
user_1014,2023-02-08 15:00:00,Display,Fall_Discount,0,0.0
user_1014,2023-02-09 19:00:00,Social,Summer_Promo,1,12.26
user_1015,2023-01-19 09:00:00,Display,Always_On,0,0.0
user_1015,2023-01-20 02:00:00,Social,Fall_Discount,0,0.0
user_1015,2023-01-21 05:00:00,Direct,Always_On,0,0.0
user_1015,2023-01-22 18:00:00,Display,Summer_Promo,0,0.0
user_1015,2023-01-23 03:00:00,Email,Fall_Discount,0,0.0
user_1015,2023-01-24 15:00:00,Direct,Spring_Sale,0,0.0
user_1015,2023-01-25 21:00:00,Search,Winter_Special,1,117.08
user_1016,2023-01-21 05:00:00,Direct,Fall_Discount,0,0.0
user_1016,2023-01-22 15:00:00,Display,Winter_Special,0,0.0
user_1016,2023-01-23 20:00:00,Email,Spring_Sale,0,0.0
user_1016,2023-01-24 14:00:00,Email,Winter_Special,0,0.0
user_1016,2023-01-25 21:00:00,Email,Always_On,1,76.07
user_1017,2023-01-26 09:00:00,Direct,Winter_Special,0,0.0
user_1018,2023-01-24 05:00:00,Social,Summer_Promo,0,0.0
user_1018,2023-01-25 06:00:00,Email,Always_On,0,0.0
user_1018,2023-01-26 10:00:00,Social,Spring_Sale,1,97.15
user_1019,2023-01-06 01:00:00,Direct,Always_On,0,0.0
user_1019,2023-01-07 17:00:00,Direct,Fall_Discount,0,0.0
user_1019,2023-01-08 05:00:00,Social,Fall_Discount,0,0.0
user_1019,2023-01-09 10:00:00,Display,Fall_Discount,0,0.0
user_1019,2023-01-10 18:00:00,Social,Spring_Sale,0,0.0
user_1019,2023-01-11 03:00:00,Direct,Spring_Sale,0,0.0
user_102,2023-02-21 17:00:00,Social,Winter_Special,0,0.0
user_102,2023-02-22 14:00:00,Email,Fall_Discount,0,0.0
user_102,2023-02-23 09:00:00,Direct,Winter_Special,0,0.0
user_1020,2023-01-29 01:00:00,Social,Winter_Special,0,0.0
user_1020,2023-01-30 12:00:00,Social,Summer_Promo,0,0.0
user_1020,2023-01-31 11:00:00,Search,Always_On,0,0.0
user_1020,2023-02-01 20:00:00,Search,Always_On,0,0.0
user_1020,2023-02-02 12:00:00,Social,Spring_Sale,0,0.0
user_1020,2023-02-03 06:00:00,Search,Winter_Special,0,0.0
user_1020,2023-02-04 03:00:00,Email,Summer_Promo,0,0.0
user_1020,2023-02-05 22:00:00,Email,Winter_Special,1,124.12
user_1021,2023-01-08 09:00:00,Direct,Fall_Discount,0,0.0
user_1021,2023-01-09 04:00:00,Email,Summer_Promo,0,0.0
user_1022,2023-01-13 14:00:00,Email,Spring_Sale,0,0.0
user_1022,2023-01-14 22:00:00,Email,Always_On,0,0.0
user_1022,2023-01-15 17:00:00,Display,Fall_Discount,0,0.0
user_1022,2023-01-16 13:00:00,Search,Always_On,0,0.0
user_1022,2023-01-17 01:00:00,Social,Fall_Discount,0,0.0
user_1022,2023-01-18 02:00:00,Direct,Winter_Special,0,0.0
user_1022,2023-01-19 10:00:00,Social,Summer_Promo,0,0.0
user_1022,2023-01-20 10:00:00,Search,Summer_Promo,0,0.0
user_1023,2023-01-15 09:00:00,Display,Winter_Special,0,0.0
user_1024,2023-02-16 21:00:00,Email,Spring_Sale,0,0.0
user_1024,2023-02-17 14:00:00,Email,Winter_Special,0,0.0
user_1024,2023-02-18 14:00:00,Social,Fall_Discount,0,0.0
user_1024,2023-02-19 08:00:00,Search,Summer_Promo,0,0.0
user_1024,2023-02-20 22:00:00,Search,Winter_Special,0,0.0
user_1024,2023-02-21 19:00:00,Display,Fall_Discount,0,0.0
user_1024,2023-02-22 17:00:00,Social,Summer_Promo,0,0.0
user_1025,2023-01-05 19:00:00,Display,Always_On,0,0.0
user_1025,2023-01-06 12:00:00,Social,Spring_Sale,0,0.0
user_1025,2023-01-07 14:00:00,Direct,Spring_Sale,0,0.0
user_1025,2023-01-08 12:00:00,Display,Summer_Promo,0,0.0
user_1026,2023-01-22 05:00:00,Social,Fall_Discount,0,0.0
user_1026,2023-01-23 11:00:00,Direct,Winter_Special,0,0.0
user_1026,2023-01-24 22:00:00,Display,Spring_Sale,0,0.0
user_1027,2023-02-20 09:00:00,Email,Always_On,1,102.13
user_1028,2023-02-03 07:00:00,Search,Spring_Sale,0,0.0
user_1028,2023-02-04 19:00:00,Social,Winter_Special,0,0.0
user_1028,2023-02-05 05:00:00,Direct,Winter_Special,0,0.0
user_1028,2023-02-06 18:00:00,Direct,Spring_Sale,0,0.0
user_1028,2023-02-07 02:00:00,Search,Always_On,0,0.0
user_1029,2023-02-19 08:00:00,Display,Always_On,0,0.0
user_103,2023-02-11 02:00:00,Social,Always_On,0,0.0
user_1030,2023-02-04 13:00:00,Search,Summer_Promo,0,0.0
user_1030,2023-02-05 19:00:00,Social,Always_On,0,0.0
user_1030,2023-02-06 05:00:00,Search,Always_On,0,0.0
user_1030,2023-02-07 04:00:00,Email,Spring_Sale,0,0.0
user_1030,2023-02-08 20:00:00,Direct,Spring_Sale,0,0.0
user_1030,2023-02-09 01:00:00,Email,Fall_Discount,0,0.0
user_1030,2023-02-10 04:00:00,Display,Summer_Promo,0,0.0
user_1030,2023-02-11 00:00:00,Display,Summer_Promo,0,0.0
user_1030,2023-02-12 01:00:00,Display,Summer_Promo,0,0.0
user_1031,2023-01-16 15:00:00,Direct,Summer_Promo,0,0.0
user_1031,2023-01-17 01:00:00,Search,Summer_Promo,0,0.0
user_1031,2023-01-18 19:00:00,Search,Fall_Discount,0,0.0
user_1031,2023-01-19 11:00:00,Search,Fall_Discount,0,0.0
user_1031,2023-01-20 03:00:00,Social,Always_On,0,0.0
user_1031,2023-01-21 01:00:00,Direct,Spring_Sale,0,0.0
user_1032,2023-01-24 22:00:00,Display,Winter_Special,0,0.0
user_1032,2023-01-25 23:00:00,Social,Fall_Discount,0,0.0
user_1032,2023-01-26 02:00:00,Search,Always_On,0,0.0
user_1032,2023-01-27 15:00:00,Display,Summer_Promo,0,0.0
user_1032,2023-01-28 09:00:00,Direct,Fall_Discount,0,0.0
user_1032,2023-01-29 05:00:00,Search,Winter_Special,0,0.0
user_1032,2023-01-30 13:00:00,Direct,Always_On,0,0.0
user_1032,2023-01-31 17:00:00,Social,Summer_Promo,0,0.0
user_1033,2023-02-02 11:00:00,Social,Spring_Sale,0,0.0
user_1033,2023-02-03 16:00:00,Email,Summer_Promo,0,0.0
user_1033,2023-02-04 19:00:00,Email,Fall_Discount,0,0.0
user_1033,2023-02-05 23:00:00,Email,Fall_Discount,0,0.0
user_1033,2023-02-06 11:00:00,Search,Summer_Promo,0,0.0
user_1033,2023-02-07 22:00:00,Social,Winter_Special,0,0.0
user_1033,2023-02-08 22:00:00,Search,Always_On,0,0.0
user_1033,2023-02-09 22:00:00,Search,Summer_Promo,0,0.0
user_1034,2023-01-21 13:00:00,Search,Always_On,0,0.0
user_1035,2023-02-26 19:00:00,Direct,Spring_Sale,0,0.0
user_1035,2023-02-27 20:00:00,Email,Fall_Discount,1,79.38
user_1036,2023-02-04 01:00:00,Display,Fall_Discount,0,0.0
user_1036,2023-02-05 20:00:00,Display,Always_On,0,0.0
user_1036,2023-02-06 14:00:00,Email,Spring_Sale,0,0.0
user_1036,2023-02-07 00:00:00,Social,Summer_Promo,0,0.0
user_1036,2023-02-08 15:00:00,Social,Winter_Special,0,0.0
user_1036,2023-02-09 07:00:00,Search,Spring_Sale,0,0.0
user_1036,2023-02-10 03:00:00,Social,Winter_Special,0,0.0
user_1036,2023-02-11 22:00:00,Search,Summer_Promo,0,0.0
user_1036,2023-02-12 17:00:00,Direct,Spring_Sale,0,0.0
user_1037,2023-01-07 11:00:00,Social,Winter_Special,0,0.0
user_1037,2023-01-08 13:00:00,Search,Summer_Promo,0,0.0
user_1037,2023-01-09 04:00:00,Direct,Always_On,0,0.0
user_1037,2023-01-10 17:00:00,Direct,Summer_Promo,0,0.0
user_1037,2023-01-11 16:00:00,Direct,Fall_Discount,0,0.0
user_1037,2023-01-12 17:00:00,Display,Summer_Promo,0,0.0
user_1037,2023-01-13 09:00:00,Social,Winter_Special,0,0.0
user_1037,2023-01-14 20:00:00,Email,Summer_Promo,0,0.0
user_1037,2023-01-15 08:00:00,Search,Winter_Special,0,0.0
user_1038,2023-01-17 07:00:00,Search,Winter_Special,0,0.0
user_1039,2023-01-19 04:00:00,Search,Spring_Sale,0,0.0
user_104,2023-01-30 13:00:00,Email,Winter_Special,0,0.0
user_104,2023-01-31 01:00:00,Direct,Fall_Discount,0,0.0
user_104,2023-02-01 13:00:00,Email,Summer_Promo,0,0.0
user_104,2023-02-02 01:00:00,Social,Spring_Sale,0,0.0
user_104,2023-02-03 13:00:00,Search,Winter_Special,0,0.0
user_104,2023-02-04 02:00:00,Direct,Winter_Special,0,0.0
user_104,2023-02-05 20:00:00,Search,Always_On,0,0.0
user_104,2023-02-06 03:00:00,Direct,Summer_Promo,0,0.0
user_104,2023-02-07 11:00:00,Display,Always_On,0,0.0
user_104,2023-02-08 13:00:00,Display,Always_On,0,0.0
user_1040,2023-02-12 19:00:00,Direct,Summer_Promo,0,0.0
user_1040,2023-02-13 00:00:00,Direct,Spring_Sale,0,0.0
user_1040,2023-02-14 05:00:00,Direct,Summer_Promo,0,0.0
user_1040,2023-02-15 20:00:00,Direct,Summer_Promo,0,0.0
user_1040,2023-02-16 01:00:00,Social,Always_On,0,0.0
user_1040,2023-02-17 16:00:00,Email,Winter_Special,0,0.0
user_1041,2023-01-05 19:00:00,Email,Winter_Special,0,0.0
user_1041,2023-01-06 02:00:00,Display,Spring_Sale,0,0.0
user_1041,2023-01-07 18:00:00,Social,Winter_Special,0,0.0
user_1041,2023-01-08 00:00:00,Search,Spring_Sale,0,0.0
user_1041,2023-01-09 11:00:00,Email,Summer_Promo,0,0.0
user_1041,2023-01-10 17:00:00,Social,Summer_Promo,0,0.0
user_1041,2023-01-11 17:00:00,Social,Fall_Discount,0,0.0
user_1041,2023-01-12 12:00:00,Direct,Always_On,0,0.0
user_1041,2023-01-13 21:00:00,Email,Spring_Sale,0,0.0
user_1041,2023-01-14 11:00:00,Search,Spring_Sale,0,0.0
user_1042,2023-01-05 03:00:00,Search,Winter_Special,0,0.0
user_1042,2023-01-06 22:00:00,Display,Summer_Promo,0,0.0
user_1042,2023-01-07 17:00:00,Search,Always_On,0,0.0
user_1042,2023-01-08 00:00:00,Search,Winter_Special,0,0.0
user_1042,2023-01-09 12:00:00,Display,Fall_Discount,0,0.0
user_1042,2023-01-10 16:00:00,Search,Fall_Discount,0,0.0
user_1042,2023-01-11 02:00:00,Social,Spring_Sale,0,0.0
user_1042,2023-01-12 19:00:00,Email,Summer_Promo,1,132.95
user_1043,2023-01-06 05:00:00,Social,Always_On,0,0.0
user_1043,2023-01-07 11:00:00,Search,Winter_Special,0,0.0
user_1043,2023-01-08 04:00:00,Display,Summer_Promo,0,0.0
user_1043,2023-01-09 08:00:00,Direct,Always_On,0,0.0
user_1043,2023-01-10 11:00:00,Social,Fall_Discount,0,0.0
user_1043,2023-01-11 13:00:00,Social,Winter_Special,0,0.0
user_1043,2023-01-12 15:00:00,Direct,Fall_Discount,0,0.0
user_1043,2023-01-13 01:00:00,Direct,Summer_Promo,0,0.0
user_1043,2023-01-14 15:00:00,Email,Winter_Special,1,81.29
user_1044,2023-02-07 00:00:00,Social,Spring_Sale,0,0.0
user_1044,2023-02-08 11:00:00,Search,Winter_Special,1,146.19
user_1045,2023-02-04 00:00:00,Email,Spring_Sale,0,0.0
user_1045,2023-02-05 19:00:00,Search,Always_On,0,0.0
user_1045,2023-02-06 19:00:00,Email,Always_On,0,0.0
user_1045,2023-02-07 16:00:00,Social,Always_On,0,0.0
user_1045,2023-02-08 15:00:00,Search,Winter_Special,0,0.0
user_1045,2023-02-09 02:00:00,Direct,Fall_Discount,0,0.0
user_1045,2023-02-10 02:00:00,Email,Always_On,0,0.0
user_1045,2023-02-11 04:00:00,Email,Always_On,0,0.0
user_1045,2023-02-12 19:00:00,Social,Winter_Special,0,0.0
user_1045,2023-02-13 07:00:00,Search,Always_On,0,0.0
user_1046,2023-01-16 13:00:00,Search,Summer_Promo,0,0.0
user_1046,2023-01-17 06:00:00,Display,Summer_Promo,0,0.0
user_1046,2023-01-18 23:00:00,Search,Always_On,0,0.0
user_1046,2023-01-19 03:00:00,Display,Summer_Promo,0,0.0
user_1046,2023-01-20 07:00:00,Direct,Fall_Discount,0,0.0
user_1046,2023-01-21 12:00:00,Direct,Spring_Sale,0,0.0
user_1046,2023-01-22 13:00:00,Search,Fall_Discount,0,0.0
user_1046,2023-01-23 04:00:00,Display,Fall_Discount,0,0.0
user_1046,2023-01-24 01:00:00,Email,Summer_Promo,0,0.0
user_1046,2023-01-25 09:00:00,Search,Winter_Special,0,0.0
user_1047,2023-02-08 05:00:00,Direct,Winter_Special,0,0.0
user_1047,2023-02-09 12:00:00,Direct,Fall_Discount,0,0.0
user_1047,2023-02-10 02:00:00,Direct,Spring_Sale,0,0.0
user_1047,2023-02-11 22:00:00,Search,Always_On,0,0.0
user_1047,2023-02-12 19:00:00,Display,Winter_Special,0,0.0
user_1048,2023-02-07 08:00:00,Email,Spring_Sale,1,90.43
user_1049,2023-01-05 08:00:00,Direct,Spring_Sale,0,0.0
user_1049,2023-01-06 15:00:00,Direct,Spring_Sale,0,0.0
user_1049,2023-01-07 18:00:00,Direct,Always_On,0,0.0
user_1049,2023-01-08 23:00:00,Social,Winter_Special,0,0.0
user_1049,2023-01-09 12:00:00,Display,Fall_Discount,0,0.0
user_105,2023-02-01 01:00:00,Direct,Fall_Discount,0,0.0
user_105,2023-02-02 04:00:00,Email,Fall_Discount,0,0.0
user_105,2023-02-03 01:00:00,Social,Spring_Sale,0,0.0
user_105,2023-02-04 23:00:00,Social,Always_On,0,0.0
user_105,2023-02-05 02:00:00,Email,Spring_Sale,1,101.0
user_1050,2023-02-04 20:00:00,Social,Winter_Special,0,0.0
user_1050,2023-02-05 17:00:00,Search,Fall_Discount,0,0.0
user_1050,2023-02-06 00:00:00,Search,Fall_Discount,0,0.0
user_1050,2023-02-07 18:00:00,Email,Summer_Promo,0,0.0
user_1050,2023-02-08 19:00:00,Display,Fall_Discount,0,0.0
user_1050,2023-02-09 21:00:00,Direct,Winter_Special,0,0.0
user_1050,2023-02-10 02:00:00,Email,Spring_Sale,0,0.0
user_1050,2023-02-11 01:00:00,Direct,Fall_Discount,0,0.0
user_1050,2023-02-12 09:00:00,Social,Fall_Discount,0,0.0
user_1051,2023-02-11 15:00:00,Search,Summer_Promo,0,0.0
user_1051,2023-02-12 09:00:00,Direct,Spring_Sale,0,0.0
user_1052,2023-01-24 04:00:00,Direct,Fall_Discount,0,0.0
user_1053,2023-02-02 08:00:00,Display,Winter_Special,0,0.0
user_1054,2023-01-18 00:00:00,Email,Spring_Sale,0,0.0
user_1054,2023-01-19 06:00:00,Display,Spring_Sale,0,0.0
user_1054,2023-01-20 07:00:00,Direct,Fall_Discount,1,82.56
user_1055,2023-01-16 14:00:00,Search,Spring_Sale,0,0.0
user_1055,2023-01-17 17:00:00,Display,Summer_Promo,0,0.0
user_1055,2023-01-18 23:00:00,Social,Fall_Discount,0,0.0
user_1055,2023-01-19 08:00:00,Display,Winter_Special,0,0.0
user_1055,2023-01-20 21:00:00,Search,Winter_Special,0,0.0
user_1055,2023-01-21 23:00:00,Direct,Winter_Special,0,0.0
user_1056,2023-02-15 14:00:00,Display,Summer_Promo,0,0.0
user_1056,2023-02-16 12:00:00,Social,Fall_Discount,0,0.0
user_1056,2023-02-17 01:00:00,Email,Winter_Special,1,104.01
user_1057,2023-01-12 01:00:00,Direct,Spring_Sale,0,0.0
user_1057,2023-01-13 02:00:00,Display,Fall_Discount,0,0.0
user_1057,2023-01-14 19:00:00,Direct,Spring_Sale,0,0.0
user_1057,2023-01-15 10:00:00,Direct,Spring_Sale,0,0.0
user_1057,2023-01-16 10:00:00,Display,Winter_Special,0,0.0
user_1058,2023-01-28 23:00:00,Email,Winter_Special,0,0.0
user_1058,2023-01-29 14:00:00,Social,Spring_Sale,0,0.0
user_1058,2023-01-30 09:00:00,Direct,Summer_Promo,0,0.0
user_1058,2023-01-31 21:00:00,Social,Fall_Discount,0,0.0
user_1058,2023-02-01 21:00:00,Direct,Fall_Discount,0,0.0
user_1058,2023-02-02 21:00:00,Email,Always_On,0,0.0
user_1058,2023-02-03 00:00:00,Social,Always_On,0,0.0
user_1058,2023-02-04 12:00:00,Direct,Always_On,0,0.0
user_1058,2023-02-05 11:00:00,Direct,Winter_Special,0,0.0
user_1059,2023-01-28 10:00:00,Email,Winter_Special,0,0.0
user_1059,2023-01-29 16:00:00,Search,Fall_Discount,0,0.0
user_106,2023-01-07 03:00:00,Display,Spring_Sale,0,0.0
user_106,2023-01-08 06:00:00,Search,Always_On,0,0.0
user_106,2023-01-09 03:00:00,Direct,Winter_Special,0,0.0
user_1060,2023-01-19 22:00:00,Search,Spring_Sale,0,0.0
user_1060,2023-01-20 09:00:00,Search,Always_On,0,0.0
user_1060,2023-01-21 01:00:00,Direct,Summer_Promo,0,0.0
user_1061,2023-02-20 23:00:00,Search,Spring_Sale,0,0.0
user_1061,2023-02-21 16:00:00,Direct,Fall_Discount,0,0.0
user_1061,2023-02-22 05:00:00,Direct,Fall_Discount,0,0.0
user_1061,2023-02-23 22:00:00,Email,Spring_Sale,0,0.0
user_1061,2023-02-24 01:00:00,Email,Spring_Sale,0,0.0
user_1061,2023-02-25 03:00:00,Direct,Spring_Sale,1,53.02
user_1062,2023-02-26 20:00:00,Search,Spring_Sale,0,0.0
user_1062,2023-02-27 01:00:00,Display,Always_On,0,0.0
user_1062,2023-02-28 14:00:00,Social,Always_On,1,21.35
user_1063,2023-01-04 20:00:00,Search,Spring_Sale,0,0.0
user_1063,2023-01-05 14:00:00,Email,Fall_Discount,1,72.47
user_1064,2023-02-04 00:00:00,Direct,Spring_Sale,0,0.0
user_1064,2023-02-05 23:00:00,Social,Summer_Promo,0,0.0
user_1064,2023-02-06 19:00:00,Direct,Spring_Sale,0,0.0
user_1064,2023-02-07 10:00:00,Search,Fall_Discount,0,0.0
user_1064,2023-02-08 10:00:00,Search,Fall_Discount,0,0.0
user_1064,2023-02-09 10:00:00,Email,Fall_Discount,0,0.0
user_1064,2023-02-10 22:00:00,Display,Always_On,0,0.0
user_1065,2023-01-13 23:00:00,Social,Winter_Special,0,0.0
user_1065,2023-01-14 22:00:00,Direct,Fall_Discount,0,0.0
user_1065,2023-01-15 04:00:00,Social,Always_On,0,0.0
user_1065,2023-01-16 13:00:00,Social,Fall_Discount,0,0.0
user_1065,2023-01-17 15:00:00,Direct,Always_On,0,0.0
user_1065,2023-01-18 06:00:00,Search,Always_On,0,0.0
user_1065,2023-01-19 23:00:00,Email,Winter_Special,0,0.0
user_1065,2023-01-20 04:00:00,Email,Summer_Promo,0,0.0
user_1066,2023-01-28 21:00:00,Direct,Summer_Promo,0,0.0
user_1066,2023-01-29 03:00:00,Email,Winter_Special,0,0.0
user_1066,2023-01-30 10:00:00,Search,Summer_Promo,0,0.0
user_1067,2023-02-08 13:00:00,Display,Always_On,0,0.0
user_1067,2023-02-09 11:00:00,Search,Summer_Promo,0,0.0
user_1067,2023-02-10 07:00:00,Direct,Summer_Promo,0,0.0
user_1067,2023-02-11 11:00:00,Display,Winter_Special,0,0.0
user_1067,2023-02-12 09:00:00,Direct,Always_On,0,0.0
user_1067,2023-02-13 05:00:00,Display,Always_On,0,0.0
user_1068,2023-01-29 10:00:00,Social,Always_On,0,0.0
user_1068,2023-01-30 17:00:00,Social,Fall_Discount,0,0.0
user_1068,2023-01-31 15:00:00,Display,Always_On,0,0.0
user_1068,2023-02-01 00:00:00,Email,Winter_Special,0,0.0
user_1068,2023-02-02 02:00:00,Display,Winter_Special,0,0.0
user_1068,2023-02-03 03:00:00,Email,Summer_Promo,0,0.0
user_1068,2023-02-04 12:00:00,Direct,Summer_Promo,0,0.0
user_1068,2023-02-05 08:00:00,Social,Always_On,0,0.0
user_1069,2023-01-31 00:00:00,Email,Fall_Discount,0,0.0
user_1069,2023-02-01 04:00:00,Direct,Always_On,0,0.0
user_1069,2023-02-02 03:00:00,Display,Always_On,0,0.0
user_1069,2023-02-03 20:00:00,Search,Always_On,0,0.0
user_107,2023-02-19 02:00:00,Direct,Winter_Special,0,0.0
user_107,2023-02-20 21:00:00,Display,Always_On,0,0.0
user_107,2023-02-21 20:00:00,Social,Fall_Discount,1,105.89
user_1070,2023-02-20 07:00:00,Search,Always_On,0,0.0
user_1070,2023-02-21 17:00:00,Display,Always_On,0,0.0
user_1070,2023-02-22 07:00:00,Social,Winter_Special,0,0.0
user_1070,2023-02-23 01:00:00,Social,Spring_Sale,0,0.0
user_1070,2023-02-24 05:00:00,Social,Summer_Promo,0,0.0
user_1070,2023-02-25 07:00:00,Email,Spring_Sale,0,0.0
user_1070,2023-02-26 11:00:00,Direct,Spring_Sale,0,0.0
user_1070,2023-02-27 06:00:00,Display,Winter_Special,0,0.0
user_1070,2023-02-28 17:00:00,Display,Always_On,0,0.0
user_1071,2023-01-15 20:00:00,Email,Spring_Sale,0,0.0
user_1072,2023-02-19 01:00:00,Display,Fall_Discount,0,0.0
user_1072,2023-02-20 20:00:00,Display,Always_On,0,0.0
user_1072,2023-02-21 08:00:00,Direct,Always_On,0,0.0
user_1072,2023-02-22 18:00:00,Display,Summer_Promo,1,96.26
user_1073,2023-02-07 16:00:00,Direct,Spring_Sale,1,106.5
user_1074,2023-01-13 12:00:00,Display,Always_On,0,0.0
user_1074,2023-01-14 03:00:00,Direct,Summer_Promo,0,0.0
user_1074,2023-01-15 03:00:00,Display,Always_On,0,0.0
user_1074,2023-01-16 07:00:00,Email,Winter_Special,1,153.93
user_1075,2023-03-01 08:00:00,Social,Winter_Special,0,0.0
user_1075,2023-03-02 17:00:00,Email,Spring_Sale,0,0.0
user_1075,2023-03-03 14:00:00,Email,Spring_Sale,0,0.0
user_1075,2023-03-04 02:00:00,Direct,Spring_Sale,0,0.0
user_1075,2023-03-05 00:00:00,Display,Always_On,0,0.0
